HGNC,Ensembl_ID,GSM5584042,GSM5584043,GSM5584044,GSM5584045,GSM5584046,GSM5584047,GSM5584048,GSM5584049,GSM5584050,GSM5584051,GSM5584052
RBFOX2,ENSG00000100320,1818,821,484,59,1230,5262,2704,118,2972,6012,61
SYNGR1,ENSG00000100321,1557,1819,1786,4941,2302,785,3799,2694,1124,1601,785
TAB1,ENSG00000100324,0,24,2,1,1,65,8,26,63,34,38
ASCC2,ENSG00000100325,2967,2050,569,2946,5183,6617,7404,2621,5814,2243,2376
MTMR3,ENSG00000100330,2,94,3,776,124,249,19,34,61,56,550
MIEF1,ENSG00000100335,36,1508,1046,759,3703,3438,648,272,2,1574,2091
APOL4,ENSG00000100336,0,281,2,1,0,426,14,368,1,0,449
PNPLA5,ENSG00000100341,3,1,608,0,0,2,498,372,45,1599,0
APOL1,ENSG00000100342,585,415,1,2224,1091,1,867,219,1474,2047,1230
PNPLA3,ENSG00000100344,261,48,1,54,103,0,1,11,474,801,353
MYH9,ENSG00000100345,1725,1909,1883,1264,2130,2874,2164,2369,2483,3974,949
CACNA1I,ENSG00000100346,0,0,0,17,0,0,0,0,0,0,0
SAMM50,ENSG00000100347,1004,11,1395,2262,946,996,1188,2840,1638,3842,1522
TXN2,ENSG00000100348,3475,4451,3191,5610,10259,10736,9741,2794,3557,9924,3951
FOXRED2,ENSG00000100350,1356,1,203,52,486,7,1457,1543,735,520,656
GRAP2,ENSG00000100351,3,3,4,7,5,3,3,2,185,4,197
EIF3D,ENSG00000100353,6286,7232,6217,5395,9169,11905,13854,5037,5152,10853,6395
TNRC6B,ENSG00000100354,762,850,1317,3014,2436,714,1518,1030,1630,5730,828
SGSM3,ENSG00000100359,1,3,11,12,13,10,1,1,19,344,0
IFT27,ENSG00000100360,2,0,308,8,8,931,0,4,17,812,610
PVALB,ENSG00000100362,0,0,132,0,0,0,0,0,0,384,0
KIAA0930,ENSG00000100364,791,623,432,474,202,19,578,145,296,567,228
NCF4,ENSG00000100365,1415,476,7,1104,1,2475,2,348,1,1502,1221
CSF2RB,ENSG00000100368,0,5,0,1,1,1059,99,1,0,6,175
SLC25A17,ENSG00000100372,1231,1,423,3,2373,385,344,30,952,1722,32
UPK3A,ENSG00000100373,1,0,0,0,0,0,0,0,0,0,0
FAM118A,ENSG00000100376,2,127,0,0,80,29,53,0,0,658,0
KCTD17,ENSG00000100379,1,0,1,2,280,0,0,435,0,0,70
ST13,ENSG00000100380,872,837,871,2794,1591,1464,1966,674,660,2467,619
IL2RB,ENSG00000100385,8,3,44,89,70,2,1,143,3,2,202
RBX1,ENSG00000100387,2188,2946,1750,4111,5691,9030,3358,2660,2103,3841,2046
EP300,ENSG00000100393,816,2,1,120,0,1,702,165,2,294,133
L3MBTL2,ENSG00000100395,1297,677,931,3648,3,1004,2165,837,1389,1162,649
CHADL,ENSG00000100399,0,0,0,853,0,1,0,0,0,783,0
RANGAP1,ENSG00000100401,2653,1786,293,6179,4614,4003,5238,1590,2217,4581,2384
ZC3H7B,ENSG00000100403,332,191,1,13,1,0,59,6,117,306,0
PHF5A,ENSG00000100410,543,400,212,716,552,1746,652,2,1106,508,175
ACO2,ENSG00000100412,1404,2184,1218,1579,2139,6302,6655,2196,2479,2533,3432
POLR3H,ENSG00000100413,6,634,288,1595,5349,321,1922,1893,1194,1427,598
TRMU,ENSG00000100416,4,196,1629,8,73,1206,1820,625,1049,1052,1290
PMM1,ENSG00000100417,986,1359,715,887,2738,1081,3117,1060,22,1903,692
DESI1,ENSG00000100418,94,427,1,727,1048,588,832,1,196,995,659
CERK,ENSG00000100422,4,1207,259,1228,4,1891,178,3,567,795,763
BRD1,ENSG00000100425,853,346,343,905,643,466,1042,541,9,284,13
ZBED4,ENSG00000100426,0,35,0,714,45,1,118,51,0,488,1
MLC1,ENSG00000100427,2,2,0,3,0,0,1,1,3,0,0
HDAC10,ENSG00000100429,0,0,0,0,0,6,0,0,0,0,0
KCNK10,ENSG00000100433,0,0,0,0,0,0,0,0,0,0,0
ABHD4,ENSG00000100439,3,826,278,8,5749,2776,472,482,2,188,1930
KHNYN,ENSG00000100441,732,145,1,1513,0,360,455,0,10,133,0
FKBP3,ENSG00000100442,523,1050,539,1974,1028,1646,1502,238,490,3077,1047
SDR39U1,ENSG00000100445,221,165,117,560,615,968,665,395,540,681,85
CTSG,ENSG00000100448,1680,1457,1367,1181,46,3611,2833,662,2280,1441,370
GZMH,ENSG00000100450,17,10,12,26,19,14,18,3,567,20,3
GZMB,ENSG00000100453,38,22,19,68,30,13,21,6,11,57,9
RBM23,ENSG00000100461,352,605,8,4957,599,3837,1464,542,7,1899,1583
PRMT5,ENSG00000100462,1561,1428,787,1694,101,914,207,469,994,7574,1266
COCH,ENSG00000100473,2,2,405,6,0,409,0,0,80,0,1
AP4S1,ENSG00000100478,1,0,546,2,114,268,54,83,0,0,25
POLE2,ENSG00000100479,0,82,0,138,2,0,17,0,0,234,27
VCPKMT,ENSG00000100483,621,495,0,385,1,3,1020,174,813,932,1
SOS2,ENSG00000100485,110,4,2,400,1174,980,1395,735,0,1090,90
CDKL1,ENSG00000100490,1,41,0,0,811,1,45,0,3,59,11
NIN,ENSG00000100503,196,51,241,659,7,0,415,144,412,626,373
PYGL,ENSG00000100504,1397,1066,476,604,6,2611,1779,413,617,378,10
TRIM9,ENSG00000100505,0,0,0,0,0,0,195,0,0,0,0
PSMC6,ENSG00000100519,1571,590,546,1154,711,2276,2565,1018,262,650,1071
GNPNAT1,ENSG00000100522,0,0,0,1,1,1,3,0,213,189,163
DDHD1,ENSG00000100523,973,40,49,236,109,570,596,191,168,126,529
CDKN3,ENSG00000100526,0,0,45,454,4,361,730,257,456,32,0
CNIH1,ENSG00000100528,1340,21,195,1395,211,160,2124,568,617,1862,953
CGRRF1,ENSG00000100532,2,470,283,2,3,7,2,244,628,1802,277
ATP6V1D,ENSG00000100554,1451,1394,842,1654,778,1193,3073,533,131,4518,1528
CCDC198,ENSG00000100557,0,0,0,0,0,0,0,0,0,0,0
PLEK2,ENSG00000100558,3577,801,592,1340,2516,2486,1412,1329,2156,892,514
PIGH,ENSG00000100564,30,301,498,88,224,1160,866,259,720,962,9
LRRC74A,ENSG00000100565,0,0,0,0,0,0,0,0,0,0,0
PSMA3,ENSG00000100567,91,2169,466,3247,2043,5805,3973,2584,2416,5396,2004
VTI1B,ENSG00000100568,735,439,452,1216,2482,1027,2454,1344,1268,1709,494
TIMM9,ENSG00000100575,177,342,607,538,406,988,168,385,793,178,145
GSTZ1,ENSG00000100577,982,7,11,2,1,2625,152,657,1900,974,441
KIAA0586,ENSG00000100578,819,531,4,96,1526,1407,186,77,401,30,24
TMED8,ENSG00000100580,425,1,345,571,8,1,2,142,0,467,751
SAMD15,ENSG00000100583,0,0,0,0,0,0,0,0,0,0,0
AHSA1,ENSG00000100591,2173,735,942,2362,3145,3839,4837,873,2568,3325,874
DAAM1,ENSG00000100592,2161,2189,2042,7915,8600,4546,4908,3351,1442,5018,2241
ISM2,ENSG00000100593,1,0,0,0,0,0,0,0,0,0,0
SPTLC2,ENSG00000100596,811,206,510,346,1207,5,852,657,710,1726,694
RIN3,ENSG00000100599,3,4,15,25,846,1,253,0,582,135,0
LGMN,ENSG00000100600,3686,3110,983,4800,3010,16287,2517,4178,2825,11919,2863
ALKBH1,ENSG00000100601,2,0,670,936,1,1997,72,328,0,257,260
SNW1,ENSG00000100603,1591,1346,1024,2291,8234,3881,5107,1183,1305,3464,2333
CHGA,ENSG00000100604,0,0,0,0,0,3,0,0,0,0,0
ITPK1,ENSG00000100605,3,44,396,188,74,1297,2,1,1,87,1
DHRS7,ENSG00000100612,1836,646,1936,2570,1174,2674,3754,678,872,3599,2052
PPM1A,ENSG00000100614,9,431,408,946,41,179,391,55,658,1013,217
SIX4,ENSG00000100625,0,0,0,0,0,0,0,0,0,0,0
GALNT16,ENSG00000100626,894,689,7,532,2,481,13,421,2034,6,424
ASB2,ENSG00000100628,2,2,1,1693,1,110,3,1,1498,0,0
CEP128,ENSG00000100629,0,1,0,2,0,0,0,0,0,0,29
ERH,ENSG00000100632,1344,1358,1423,3072,3327,2875,4165,1423,1264,3148,1788
HIF1A,ENSG00000100644,1824,1515,2289,1211,856,3652,2622,302,2671,2890,1685
SUSD6,ENSG00000100647,439,1698,1194,3340,6034,971,750,629,4298,2384,455
SRSF5,ENSG00000100650,5944,5549,3166,7773,9170,7993,8860,2932,3852,7234,3780
SLC10A1,ENSG00000100652,0,0,0,0,0,0,0,0,0,0,0
EIF5,ENSG00000100664,5520,2940,2258,10971,8924,11892,16195,6325,5935,9448,5546
SERPINA4,ENSG00000100665,0,0,0,0,0,0,0,0,0,0,0
SLC8A3,ENSG00000100678,549,0,0,0,0,0,0,0,0,0,0
DICER1,ENSG00000100697,282,880,504,2572,674,548,943,106,954,2258,255
ZFYVE21,ENSG00000100711,2165,3101,4043,2929,10658,11115,10776,3036,9272,6119,5527
MTHFD1,ENSG00000100714,7,1643,1307,1487,1361,1711,1675,1339,167,1503,1052
TCL1A,ENSG00000100721,6,7,4,15,4,3,4,0,3,4,3
ZC3H14,ENSG00000100722,1360,810,1558,3241,663,2445,3336,713,1268,1548,826
TELO2,ENSG00000100726,616,1,2,1,785,15,302,755,4,25,611
PCNX1,ENSG00000100731,805,1254,73,1198,751,672,420,51,258,996,350
BDKRB1,ENSG00000100739,397,5,0,0,883,1,0,0,0,0,0
GSKIP,ENSG00000100744,357,1777,439,1811,2255,1656,2050,460,400,2534,521
VRK1,ENSG00000100749,496,537,781,650,3,1,595,2,356,935,308
PSMC1,ENSG00000100764,292,10,9,39,49,9,98,10,125,352,45
PAPLN,ENSG00000100767,1020,43,0,5,732,1,343,67,1085,643,183
RPS6KA5,ENSG00000100784,651,2,567,0,1197,0,1055,1,455,755,908
PPP4R3A,ENSG00000100796,36,348,507,1463,424,685,2049,5,783,1118,574
C14orf93,ENSG00000100802,871,2,136,2,729,1,0,600,1221,1192,134
PSMB5,ENSG00000100804,9710,3144,2800,10271,12811,12122,13466,6996,13325,16176,5624
YY1,ENSG00000100811,178,214,5,2310,3014,2651,1738,349,2236,7787,953
ACIN1,ENSG00000100813,891,156,299,5,1168,10,1904,610,0,1180,885
CCNB1IP1,ENSG00000100814,0,455,2,571,38,2217,1772,2,571,107,419
TRIP11,ENSG00000100815,1076,312,432,643,2356,1,981,165,749,885,1555
APEX1,ENSG00000100823,1923,1934,2554,3882,11566,10005,9870,3818,7666,6519,2276
PABPN1,ENSG00000100836,158,1,32,73,233,473,101,90,1,783,41
EFS,ENSG00000100842,24,111,352,3,1822,446,607,26,4,767,430
ARHGAP5,ENSG00000100852,111,335,34,427,302,612,972,73,139,355,310
CINP,ENSG00000100865,853,1300,383,473,2499,2858,1080,1343,4,1968,487
DHRS2,ENSG00000100867,0,0,0,0,10,0,0,0,0,0,0
SRP54,ENSG00000100883,881,477,126,2994,2298,3417,2840,1331,939,3341,1360
CPNE6,ENSG00000100884,2,0,0,0,1,0,0,0,0,2396,0
CHD8,ENSG00000100888,428,111,52,257,704,160,1526,171,7,1797,15
PCK2,ENSG00000100889,1,130,6,1185,1,2373,271,0,706,1062,0
KIAA0391,ENSG00000100890,0,169,183,0,1,0,94,62,0,3,16
DCAF11,ENSG00000100897,548,951,449,3009,1337,1710,2189,700,222,2685,404
PSMA6,ENSG00000100902,406,381,252,489,1032,636,309,263,779,1408,364
NFKBIA,ENSG00000100906,18579,26055,10065,32068,65991,32967,38309,13169,9323,47934,12972
EMC9,ENSG00000100908,557,2,353,5,36,2386,1085,495,1407,277,112
PSME2,ENSG00000100911,3736,2266,851,6419,6614,6423,4373,2516,808,3771,1104
BRMS1L,ENSG00000100916,2,417,28,774,20,480,332,495,0,170,147
REC8,ENSG00000100918,0,0,0,0,0,0,0,0,0,0,6
TM9SF1,ENSG00000100926,404,83,162,54,812,47,324,53,8,284,123
SEC23A,ENSG00000100934,966,335,688,1195,1,1356,1789,5,26,1584,402
GMPR2,ENSG00000100938,844,1534,8,1304,1670,2560,1460,1035,2549,5749,1510
PNN,ENSG00000100941,1383,1661,352,3954,1189,1561,1482,853,2238,2346,1834
RABGGTA,ENSG00000100949,442,1409,1279,1373,5457,3,988,1435,6,16,1006
NFATC4,ENSG00000100968,330,0,216,0,0,1,0,14,0,9,0
PLTP,ENSG00000100979,2223,785,601,1577,3447,562,2137,1290,1636,2596,1864
PCIF1,ENSG00000100982,1150,1879,898,1320,10170,4403,6766,1920,3357,3922,1788
GSS,ENSG00000100983,1898,2666,1270,2171,4093,5149,1712,798,3907,6267,705
MMP9,ENSG00000100985,28,0,0,0,0,0,0,0,0,0,0
VSX1,ENSG00000100987,0,0,0,0,0,0,2,0,0,0,0
TRPC4AP,ENSG00000100991,976,46,1077,1495,4243,2555,965,57,86,2378,1168
PYGB,ENSG00000100994,913,1228,3167,2208,107,4611,6084,794,3546,7810,1746
ABHD12,ENSG00000100997,1060,2385,1849,2023,2658,7634,2172,617,4678,6234,1289
PROCR,ENSG00000101000,0,123,2,604,0,595,940,245,143,108,104
GINS1,ENSG00000101003,1,0,9,664,2,1089,0,262,0,3,0
NINL,ENSG00000101004,0,0,0,209,0,0,0,0,0,0,0
CD40,ENSG00000101017,1573,465,33,1815,2248,3662,950,689,2,4,13
UQCC1,ENSG00000101019,46,272,119,223,441,449,16,74,1417,773,67
ZMYND8,ENSG00000101040,260,214,3,670,883,1499,867,160,9,1115,852
SGK2,ENSG00000101049,6,0,41,0,0,0,275,0,0,5036,0
IFT52,ENSG00000101052,1644,431,386,923,713,947,1489,171,19,0,181
MYBL2,ENSG00000101057,0,597,0,1,1,0,0,0,0,1,0
R3HDML,ENSG00000101074,0,0,0,0,0,0,0,0,0,0,0
HNF4A,ENSG00000101076,0,0,0,0,1,0,1,0,0,0,0
NDRG3,ENSG00000101079,24,675,2,1230,480,1,1291,0,1,117,534
SLA2,ENSG00000101082,0,2,2,5,1,1,29,0,0,2,0
RAB5IF,ENSG00000101084,188,202,166,770,447,506,569,70,267,338,290
NFATC2,ENSG00000101096,6,567,781,1466,134,1453,5,678,4,2860,224
RIMS4,ENSG00000101098,0,0,0,0,0,0,1,0,0,0,0
PABPC1L,ENSG00000101104,0,2,0,0,0,0,397,1,0,128,0
STK4,ENSG00000101109,253,165,449,3152,656,1026,1413,418,23,1628,560
SALL4,ENSG00000101115,0,0,0,0,307,0,34,0,0,0,0
ADNP,ENSG00000101126,1331,54,284,880,3312,524,2006,979,84,4883,1251
PFDN4,ENSG00000101132,81,294,254,175,352,96,390,240,97,392,209
DOK5,ENSG00000101134,0,0,0,1064,0,0,0,0,0,0,0
CSTF1,ENSG00000101138,1454,1918,3,946,109,196,3530,795,471,629,998
BMP7,ENSG00000101144,1046,251,0,1073,984,4,84,1121,998,4008,732
RAE1,ENSG00000101146,905,1641,1547,1908,260,1484,2652,3347,1317,106,1832
TPD52L2,ENSG00000101150,2904,2324,1487,5029,3117,2709,6015,7,1563,2525,457
DNAJC5,ENSG00000101152,993,28,1206,278,4415,28,778,557,4075,3304,48
NELFCD,ENSG00000101158,133,2308,1562,2486,3482,638,1427,1462,531,6504,762
CTSZ,ENSG00000101160,1,1,86,0,0,1,4,0,0,319,0
PRPF6,ENSG00000101161,4340,2097,4110,6685,1302,10255,8448,1429,3237,7994,4848
TUBB1,ENSG00000101162,24,14,10,118,13,9,9,5,9,7,5
PRELID3B,ENSG00000101166,530,1578,392,1376,1186,122,1108,1010,1067,1873,616
HRH3,ENSG00000101180,0,0,0,0,0,0,0,0,0,0,0
MTG2,ENSG00000101181,0,11,14,131,2,0,120,1,0,1301,266
PSMA7,ENSG00000101182,10117,9156,5151,10480,13743,17724,24075,5605,12781,16690,6649
SLCO4A1,ENSG00000101187,247,1104,1097,3004,2,1442,316,162,0,654,922
NTSR1,ENSG00000101188,0,0,1,0,0,0,0,0,0,0,563
MRGBP,ENSG00000101189,0,0,0,0,0,0,0,0,3,88,0
TCFL5,ENSG00000101190,1,168,86,133,997,123,169,169,0,93,0
DIDO1,ENSG00000101191,1368,212,1167,2684,4523,2061,1608,2356,1858,3702,294
GID8,ENSG00000101193,1240,1661,8,2049,3288,3444,3523,1630,11,2704,216
SLC17A9,ENSG00000101194,2,0,0,0,2,1,544,1,0,0,0
BIRC7,ENSG00000101197,1,0,0,0,0,1504,0,0,1,0,0
NKAIN4,ENSG00000101198,0,0,0,0,0,0,0,0,0,0,0
ARFGAP1,ENSG00000101199,4,1,325,62,3394,1053,745,233,1,3130,298
AVP,ENSG00000101200,0,0,0,0,0,0,0,0,0,0,0
COL20A1,ENSG00000101203,0,1,0,0,0,2,0,0,0,0,0
CHRNA4,ENSG00000101204,1,0,0,0,0,1,0,0,0,0,0
EEF1A2,ENSG00000101210,0,0,0,0,0,0,40,0,0,0,0
PTK6,ENSG00000101213,1860,1984,474,4601,4455,4487,4625,1332,3509,5290,3020
GMEB2,ENSG00000101216,1,0,0,2,1879,560,336,0,89,1542,58
C20orf27,ENSG00000101220,16,15,1,10,128,197,184,52,27,141,84
SPEF1,ENSG00000101222,0,0,0,0,0,0,0,0,0,1551,0
CDC25B,ENSG00000101224,8,741,2,13,4,3,951,623,3,7,38
ISM1,ENSG00000101230,197,421,370,135,205,1305,2,0,0,1,467
RNF24,ENSG00000101236,763,1956,1606,672,2439,3650,2694,1124,865,597,1925
ARFRP1,ENSG00000101246,877,2440,1176,2407,1825,5717,2320,133,2409,320,1296
NDUFAF5,ENSG00000101247,628,13,70,911,1031,112,1150,234,0,1351,0
SEL1L2,ENSG00000101251,0,0,0,0,0,0,0,0,0,0,0
TRIB3,ENSG00000101255,1168,0,452,1107,3629,2,4,406,4,869,2
RASSF2,ENSG00000101265,38,310,3,133,2632,8,1129,0,1297,50,735
CSNK2A1,ENSG00000101266,473,1443,398,1056,561,330,692,311,2476,3717,965
SLC52A3,ENSG00000101276,0,2,3,1,0,1963,0,1,1,145,0
RPS10P5,ENSG00000101278,1,0,0,0,0,1,97,0,0,1,0
ANGPT4,ENSG00000101280,0,0,0,0,0,0,0,0,0,0,0
RSPO4,ENSG00000101282,0,0,0,0,0,0,64,0,0,0,0
CDS2,ENSG00000101290,15,2098,1244,1969,4083,4858,4111,2379,196,4052,1312
PROKR2,ENSG00000101292,0,0,0,0,0,0,0,0,0,0,0
HM13,ENSG00000101294,1346,1330,1364,2171,392,971,1761,897,1000,3248,546
SNPH,ENSG00000101298,0,0,1,0,0,0,0,0,107,0,1
MYLK2,ENSG00000101306,0,0,0,0,0,0,0,0,0,0,0
SIRPB1,ENSG00000101307,10,3,1,15,3,2,9,2,3,11,4
SEC23B,ENSG00000101310,2704,1924,1562,6179,1186,341,4107,1744,1761,4447,1613
FERMT1,ENSG00000101311,563,523,436,1458,1294,1424,1833,11,643,2257,448
HAO1,ENSG00000101323,0,0,0,0,0,0,0,0,0,0,0
PDYN,ENSG00000101327,0,0,0,0,0,0,0,0,0,0,0
CCM2L,ENSG00000101331,0,0,129,0,0,0,23,0,0,0,0
PLCB4,ENSG00000101333,0,4,105,519,633,1,1,0,474,27,122
MYL9,ENSG00000101335,52,512,466,195,692,50,505,423,906,825,63
HCK,ENSG00000101336,956,820,604,1497,1245,688,149,175,12,763,15
TM9SF4,ENSG00000101337,3266,1017,348,2999,468,4707,3777,2499,1115,8792,1387
TLDC2,ENSG00000101342,0,136,0,0,0,0,0,127,0,0,0
CRNKL1,ENSG00000101343,539,1119,331,335,399,1285,1255,1,0,2,594
POFUT1,ENSG00000101346,3,973,38,3644,1346,163,65,21,1475,65,1411
SAMHD1,ENSG00000101347,808,592,1017,648,998,1026,885,2048,873,3836,268
PAK5,ENSG00000101349,0,0,0,0,0,0,0,0,0,2,0
KIF3B,ENSG00000101350,4,863,4,625,1368,1696,2813,11,2610,567,387
MROH8,ENSG00000101353,41,13,0,0,0,5,2,0,88,2,0
NOP56,ENSG00000101361,2019,933,1036,2366,3270,5214,1129,382,3,2260,2842
MANBAL,ENSG00000101363,803,1812,968,7231,6118,10147,4563,2397,4730,2776,3523
IDH3B,ENSG00000101365,4219,4670,1202,6809,7179,9256,13794,4163,4840,13958,4661
MAPRE1,ENSG00000101367,5418,416,899,2065,885,4044,2027,800,995,1574,1247
JAG1,ENSG00000101384,2944,110,1550,1670,2517,2188,1725,65,1510,2439,293
CDK5RAP1,ENSG00000101391,974,4,40,4397,1773,335,3264,2057,241,973,229
SNTA1,ENSG00000101400,1,0,236,834,49,2,123,43,0,94,102
OXT,ENSG00000101405,0,0,0,0,0,0,0,0,0,0,0
TTI1,ENSG00000101407,166,2,2,313,762,346,0,5,687,1,0
E2F1,ENSG00000101412,0,1,0,0,0,0,0,0,0,0,0
RPRD1B,ENSG00000101413,660,22,500,17,341,0,128,4,532,985,180
PXMP4,ENSG00000101417,184,460,922,4594,3675,3718,2142,436,591,4157,1587
CHMP4B,ENSG00000101421,1,0,44,0,29,240,0,0,0,279,0
BPI,ENSG00000101425,6,3,1,2,3,2,2,0,1,0,0
CST9L,ENSG00000101435,0,0,0,0,0,0,0,0,0,0,0
SLC32A1,ENSG00000101438,0,0,0,0,0,0,0,0,0,0,0
CST3,ENSG00000101439,20808,23088,10471,28068,24761,33809,30890,19636,46499,41258,12777
ASIP,ENSG00000101440,0,230,0,0,0,0,0,0,0,62,472
CST4,ENSG00000101441,0,0,0,0,0,0,0,0,0,0,0
ACTR5,ENSG00000101442,290,80,1,41,791,73,156,2,0,1365,429
WFDC2,ENSG00000101443,336,0,4,0,2,0,381,74,1158,393,0
AHCY,ENSG00000101444,564,1161,595,3641,359,2035,1289,1428,2707,244,1635
PPP1R16B,ENSG00000101445,1,0,0,2,0,0,21,13,0,965,95
SPINT3,ENSG00000101446,0,0,0,0,0,0,183,0,0,0,0
FAM83D,ENSG00000101447,847,75,628,7,0,756,1611,1,601,1289,1428
EPPIN,ENSG00000101448,0,0,0,0,0,0,0,0,0,386,0
DHX35,ENSG00000101452,6,4,187,1434,1145,47,3866,574,2658,1642,471
DNTTIP1,ENSG00000101457,30,0,305,1401,2,984,1027,178,183,1302,160
MAP1LC3A,ENSG00000101460,132,202,308,312,221,312,479,187,87,184,135
SYNDIG1,ENSG00000101463,0,0,0,0,0,0,0,0,0,0,0
PIGU,ENSG00000101464,3,574,3,235,41,1306,1701,902,1,703,296
TNNC2,ENSG00000101470,1,178,11,251,390,688,0,194,4,0,0
ACOT8,ENSG00000101473,1875,595,405,1556,1384,3689,2471,507,1117,2807,15
APMAP,ENSG00000101474,3434,3088,5184,4759,4517,9062,16339,5632,6421,33547,1399
CELF4,ENSG00000101489,0,0,0,0,0,0,10,0,0,1,2
ZNF516,ENSG00000101493,1,12,1,165,69,1,266,112,63,499,170
CDH20,ENSG00000101542,0,0,0,8,0,5,0,0,0,0,0
ADNP2,ENSG00000101544,1,68,650,3,1201,937,28,631,2193,28,115
RBFA,ENSG00000101546,158,709,266,263,1,3580,1078,8,1,2558,688
USP14,ENSG00000101557,1678,678,571,1031,743,948,2555,162,951,2371,773
VAPA,ENSG00000101558,4270,2340,2949,8261,7628,9463,5773,3068,2779,5864,3401
METTL4,ENSG00000101574,0,0,60,522,338,0,0,0,61,0,0
LPIN2,ENSG00000101577,0,0,0,332,17,0,0,12,0,293,0
SMCHD1,ENSG00000101596,293,383,1,624,69,416,504,1,232,1331,80
MYOM1,ENSG00000101605,0,0,0,1,0,0,0,75,0,0,19
MYL12A,ENSG00000101608,3927,2765,3194,4669,5702,9718,7961,3511,3630,7732,2579
CEP76,ENSG00000101624,484,35,88,342,0,1,556,61,99,1637,6
ST8SIA5,ENSG00000101638,0,3,38,0,0,1,0,0,0,0,0
CEP192,ENSG00000101639,37,12,72,333,808,1,1,9,69,1226,90
RNMT,ENSG00000101654,883,1090,182,17,210,2193,225,958,0,3007,664
SMAD7,ENSG00000101665,0,0,0,239,0,0,0,0,0,0,0
LIPG,ENSG00000101670,92,15,0,1,0,0,0,1,0,8,0
LAMA1,ENSG00000101680,0,29,0,0,0,0,0,0,0,0,0
RNF125,ENSG00000101695,6,2,102,521,449,1,297,25,20,187,31
ANKRD12,ENSG00000101745,1597,2412,829,5508,1917,1037,3878,1083,943,4268,2665
NOL4,ENSG00000101746,0,0,0,0,0,0,224,0,0,0,0
POLI,ENSG00000101751,124,75,266,323,59,1,406,0,101,31,226
MIB1,ENSG00000101752,17,202,111,559,191,0,175,49,0,1857,179
RBBP8,ENSG00000101773,1041,406,742,1725,1393,2512,509,620,509,1887,1487
RIOK3,ENSG00000101782,1072,1091,250,3986,1127,338,4302,1078,1190,5197,1300
CSTF2,ENSG00000101811,2632,730,42,11,2101,5518,5562,968,2515,2158,1583
H2BFM,ENSG00000101812,0,0,0,0,0,0,0,0,0,0,0
MXRA5,ENSG00000101825,462,984,734,84,3166,1081,1463,1431,149,3190,1428
VSIG1,ENSG00000101842,0,0,0,2,1,0,1,0,0,0,0
PSMD10,ENSG00000101843,1833,2560,2429,2241,6370,4081,6633,3195,2313,7214,1872
ATG4A,ENSG00000101844,614,396,1123,208,1349,1294,349,4,720,0,0
STS,ENSG00000101846,749,0,59,918,1,2102,0,518,247,1768,0
TBL1X,ENSG00000101849,993,534,264,1159,37,0,797,323,1141,842,484
GPR143,ENSG00000101850,1,1206,3,861,682,1694,2354,292,1199,283,381
PGRMC1,ENSG00000101856,2876,874,2809,3529,1028,4497,2981,1303,1488,4324,1398
POLA1,ENSG00000101868,0,125,0,66,0,0,10,326,0,0,393
MID1,ENSG00000101871,122,0,2,49,317,0,1045,1,719,656,1010
NKAP,ENSG00000101882,45,104,193,4,183,703,276,22,427,221,36
RHOXF1,ENSG00000101883,0,0,0,0,0,0,0,0,0,0,0
NXT2,ENSG00000101888,683,549,2,558,792,911,473,278,3,1263,423
GUCY2F,ENSG00000101890,0,0,0,0,0,0,0,0,0,0,0
ATP1B4,ENSG00000101892,36,0,0,0,1,0,0,0,0,0,0
MCTS2P,ENSG00000101898,0,0,1,0,0,0,0,0,0,13,0
ALG13,ENSG00000101901,368,221,303,94,1076,2,845,841,189,609,318
PRPS2,ENSG00000101911,665,214,7,3883,687,676,1287,527,1361,1090,86
TLR8,ENSG00000101916,2,0,0,2,0,1,1,0,0,0,0
MOSPD1,ENSG00000101928,1360,398,453,981,996,346,1219,354,207,849,534
AMMECR1,ENSG00000101935,595,205,205,4,1054,1400,538,315,468,2529,151
CHRDL1,ENSG00000101938,547,321,645,343,2,1740,487,456,0,2694,669
WDR13,ENSG00000101940,3053,1503,2161,4536,189,3556,10038,3806,3668,4760,1748
SUV39H1,ENSG00000101945,609,0,355,3,0,1022,27,0,1768,1,111
PAGE4,ENSG00000101951,0,0,0,0,0,0,0,0,0,0,0
SRPX,ENSG00000101955,252,2331,847,558,1878,184,1361,1,1,1048,692
GLRA2,ENSG00000101958,65,0,0,0,0,0,0,0,0,0,0
XIAP,ENSG00000101966,540,963,113,1021,463,426,273,738,19,30,416
STAG2,ENSG00000101972,515,91,342,1848,241,364,1822,311,640,335,519
ATP11C,ENSG00000101974,195,0,0,475,0,9,610,0,0,502,0
MCF2,ENSG00000101977,0,0,0,0,0,0,0,0,0,0,60
F9,ENSG00000101981,0,0,0,0,0,0,0,0,0,0,0
ABCD1,ENSG00000101986,0,0,0,0,14,4,520,0,0,0,0
CCDC22,ENSG00000101997,26,1,1083,212,1467,0,2127,1408,2,1774,728
CACNA1F,ENSG00000102001,0,0,0,0,0,0,0,0,0,0,0
SYP,ENSG00000102003,0,0,0,0,0,0,0,0,141,0,0
PLP2,ENSG00000102007,3282,4352,3147,10309,8228,9480,5863,3932,3557,7332,3967
BMX,ENSG00000102010,0,0,173,0,0,0,0,0,0,0,0
LUZP4,ENSG00000102021,0,0,0,0,0,0,0,0,0,0,0
